vocation,gender
fjärrskriftsoperatör,unknown
fjärrtagklarerare,unknown
fjärrvärmereparatör,unknown
fjenarinna,female
fjerdingskarl,male
fläckurtagare,unknown
flaggavsynare,unknown
flaggman,unknown
flaggmatros,unknown
flaggritare,unknown
flaggsömmare,unknown
flaggsömmerska,female
flöjtist,unknown
flöjtlärare,male
flaklinesoperatör,unknown
fläktmontör,unknown
fläktskutare,unknown
flaskfördelare,unknown
fläskförsäljerska,female
flaskgasladdare,unknown
fläskhandlerska,female
flaskreparatör,unknown
flasksköljare,unknown
flatstickare,unknown
fleurist,unknown
flexowriteoperatör,unknown
flickare,unknown
flick-kamrat,female
flintpappersarbetare,unknown
flisarbetare,unknown
flisberedare,unknown
flisbingeskötare,unknown
flisbringare,unknown
flisdragare,unknown
flisfyllare,unknown
flishuggare,unknown
flishuggskötare,unknown
fliskörare,unknown
flislossare,unknown
flismottagare,unknown
flistorkare,unknown
flistuggare,unknown
flocktillverkare,unknown
florist,unknown
flotationsskötare,unknown
flottare,unknown
flottfabriksarbetare,unknown
flottiljchef,unknown
flottiljpolis,unknown
flottist,unknown
flottläggare,unknown
flottläggningsarbetare,unknown
flottledsarbetare,unknown
flottningsarbetare,unknown
flottningschef,unknown
flottningsfaktor,unknown
flottningsföreningschef,unknown
flottningsförman,unknown
flottningsinspektor,unknown
flottningsvakt,unknown
flottsmälterifurman,unknown
flskeriforman,unknown
flskeriforskare,unknown
flskerikonsulent,unknown
flskerikontrollör,unknown
fludesuppfuljare,unknown
flugbindare,unknown
fluktare,unknown
fluorsköljerska,female
flyerska,female
flygare,unknown
flygaspirant,unknown
flygbasjägare,unknown
flygbatsvärdinna,female
flygchef,unknown
flygdirektör,unknown
flygexpeditionsförestandare,unknown
flygfältsarbetare,unknown
flygförare,unknown
flygfotograf,unknown
flygfraktbiträde,unknown
flyghamnschef,unknown
flyghamnsfogde,unknown
flygingenjör,unknown
flyginstruktör,unknown
flyginstrumentmekaniker,unknown
flygklarerare,unknown
flygkonstnär,unknown
flyglärare,unknown
flygledarassistent,unknown
flygledarbiträde,unknown
flygledare,unknown
flyglotta,unknown
flygmäklare,unknown
flygmaskinist,unknown
flygmekaniker,unknown
flygmotormontör,unknown
flygmotorreparatör,unknown
flygnavigatör,unknown
flygplansarbetare,unknown
flygplanselektriker,unknown
flygplansglasmästare,unknown
flygplanskonstruktör,unknown
flygplanskontrollör,unknown
flygplansmästare,unknown
flygplansmekaniker,unknown
flygplansmontör,unknown
flygplansplatslagare,unknown
flygplansreparatör,unknown
flygplansstädare,unknown
flygplatschef,unknown
flygplatskontrollant,unknown
flygplatsman,unknown
flygplatsramparbetare,unknown
flygplatsvakt,unknown
flygstationsmästare,unknown
flygstyrman,unknown
flygtekniker,unknown
flygtelegraf1st,unknown
flygtelegrafist,unknown
flygtrafikassistent,unknown
flygtrafikbefäl,unknown
flygtrafikledarassistent,unknown
flygtrafikledare,unknown
flyguverdirektur,unknown
flygvärdinna,female
flygvärd,unknown
flygverkmästare,unknown
flyttkarl,male
fnask,unknown
foderhäfterska,female
fodermarsk,unknown
fodermästare,unknown
fodermedelshygieniker,unknown
fodernätlare,unknown
foderrikterska,female
fodersummerska,female
fodertillskärare,unknown
fodertillverkare,unknown
fodraltillverkare,unknown
fodringsegarinna,female
fogdefru,female
fogde,unknown
foliearbetare,unknown
foliepressare,unknown
folievalsare,unknown
folkbibliotekarie,unknown
folkbildningskonsulent,unknown
folkbokfuringsassistent,unknown
folkbokfuringsdirektur,unknown
folkdoktor,unknown
folkhögskolelärare,male
folkhugskollärare,unknown
folkhugskolrektor,unknown
folkkommissarie,unknown
folkledare,unknown
folklivsforskare,unknown
folklorist,unknown
folkombud,unknown
folkparkschef,unknown
folkpensionär,unknown
folkskolärarinna,female
folkskoleinspektör,unknown
folkskolelärarinna,female
folkskolkökslärarinna,female
folkskollärare,unknown
folkskollärarinna,female
folktribun,unknown
folkuppbåd,unknown
fondchef,unknown
fondkommissionär,unknown
fondmäklare,unknown
fonetiker,unknown
fordonselektriker,unknown
fordonsfurare,unknown
fordonsmekaniker,unknown
fordonsmontör,unknown
fordonsredogurare,unknown
fordonsreparatur,unknown
fordonstapetserare,unknown
fordonstekniker,unknown
fordringsägare,unknown
forman,male
formatpaläggare,unknown
formatsagare,unknown
formbyggare,unknown
formgivare,unknown
formgjutare,unknown
formgravör,unknown
formlagare,unknown
formmakare,unknown
formmontör,unknown
formningsmaskinskotare,unknown
formpackare,unknown
formpressare,unknown
formputsare,unknown
formsättare,unknown
formskötare,unknown
formslagare,unknown
formsnickare,unknown
formsprutare,unknown
formstickare,unknown
formuppsättare,unknown
fornfyndsletare,unknown
fornvardstekniker,unknown
forskarassistent,unknown
forskare,unknown
forskare,unknown
forskningsassistent,unknown
forskningshandledare,unknown
forskningsingenjör,unknown
forskningsläkare,unknown
forskningsresande,unknown
forskningssekreterare,unknown
forstekniker,unknown
forstmästare,unknown
fortbildningskonsulent,unknown
fortbildningsledare,unknown
fortifikationsarbetare,unknown
fortifikationsväbel,unknown
fortkomstledamot,unknown
fortmaskinist,unknown
fosfatarbetare,unknown
fosfaterare,unknown
fosforarbetare,unknown
fosforist,unknown
fossfoteringsarbetare,unknown
fosterbarnsinspektör,unknown
fosterförälder,unknown
fostrerska,female
fotanfangare,unknown
fotbollstränare,unknown
fothängare,unknown
fotjägare,unknown
fotobiträde,unknown
fotogenhandlerska,female
fotogenkung,male
fotografateljéinnehaverska,female
fotografhandelsbiträde,unknown
fotografiassistent,unknown
fotografifabriksarbeterska,female
fotografiker,unknown
fotograf-medhjelparinna,female
fotograf,unknown
fotogrammetriker,unknown
fotohandlare,unknown
fotoingenjör,unknown
fotokemigraf,unknown
fotokopist,unknown
fotolaboratoriearbetare,unknown
fotolaboratoriechef,unknown
fotolitograf,unknown
fotometribiträde,unknown
fotomodell,unknown
fotoretuschör,unknown
fotosättare,unknown
fotosättningsoperatör,unknown
fotosorterare,unknown
fototekniker,unknown
fototypesättare,unknown
fotterapeut,unknown
fotvardare,unknown
fotvårdsspecialist,unknown
fotvärdsterapeut,unknown
foulardfärgare,unknown
fourtiturist,unknown
fröhandlare,unknown
fröken-grefvinna,female
frökenpiga,female
fröken,female
frökontrollant,unknown
frökontrollbiträde,unknown
fraktassistent,unknown
fraktchef,unknown
fraktexpeditionsförestandare,unknown
fraktkonsulent,unknown
frälsebonde,unknown
främlingslegionär,unknown
framtidsforskare,unknown
franserska,female
fransklärare,unknown
fransmakerska,female
frörensare,unknown
fräsareförman,unknown
fräsaren,unknown
fräsfabriksarbeterska,female
frösorterare,unknown
fredsdomare,unknown
fredstiftare,unknown
frekvenshandläggare,unknown
frenolog,unknown
fribyterska,female
fridsälle,male
frihamnsarbetare,unknown
friherinna,female
friherre,male
friherrina,female
friherrinna,female
friherr,male
frihetsbroder,male
friidrottstränare,unknown
frikyrkopastor,unknown
frilansjournalist,unknown
frilans,unknown
friluftsmålare,unknown
frimärkshandlare,unknown
frimärkskontrollant,unknown
fri-mästare,male
frimästare,unknown
frisörelev,unknown
frisörsbiträde,unknown
frisörska,female
frisör,unknown
frisersalongsinnehaverska,female
friskvårdskonsulent,male
friskvardskonsulent,unknown
friskytt,unknown
frissa,female
frisurmästare,unknown
frithifsskald,unknown
frithiofsskald,unknown
fritidsassistent,unknown
fritidschef,unknown
fritidsgardsförestandare,unknown
fritidshemsbiträde,unknown
fritidshemsföreståndare,unknown
fritidsintendent,unknown
fritidsklubbsledare,unknown
fritidskonsulent,unknown
fritidsledare,unknown
fritidsomradesförestandare,unknown
fritidspedagog,unknown
fritidssekreterare,unknown
fritidstaxerare,unknown
fritidsvärdinna,female
frivardsassistent,unknown
frivilligassistent,unknown
frontskärare,unknown
fruga,female
frukostbiträde,unknown
frukostvärdinna,female
fruktförsäljare,unknown
fruktförsäljerska,female
frukthandlare,unknown
frukthandlerska,female
fruktmånglerska,female
fruktodlare,unknown
fruktodlingskonsulent,unknown
fruktplockare,unknown
fruktpressare,unknown
fruktrensare,unknown
fru,female
frysfacksuthyrare,unknown
fryshusarbetare,unknown
fryshusarbetsledare,unknown
fryshusmaskinist,unknown
frysmästare,unknown
frystorkare,unknown
fuktskötare,unknown
fullmäktig,unknown
funktionär,unknown
furstbiskop,male
furstetjenare,unknown
furste,male
furstinna,female
furst,male
futurolog,unknown
fyra_till_nio-lärare,unknown
fyrbiträde,unknown
fyrbyggare,unknown
fyringeniör,male
fyringenjör,unknown
fyrkantvalsare,unknown
fyrmästare,unknown
fyrtillsyningsman,unknown
fyrvaktare,unknown
fyrverkeriarbetare,unknown
fyrverkerska,female
fysiker,unknown
fysikforskare,unknown
fysiklärare,unknown
fysikprofessor,unknown
fysionomist,unknown
gödningsfabriksarbetare,unknown
gaffelslipare,unknown
gågosse,male
galapetter,unknown
galèrslafv,male
gäldenär,male
galleriassistent,unknown
gallerichef,unknown
galleriföreståndare,unknown
gallerist,unknown
gallerivärdinna,female
galopptränare,unknown
galoscharbetare,unknown
galvanisörska,female
galvanisör,unknown
galvaniserare,unknown
galvaniseringsarbeterska,female
galvaniseringsforman,unknown
galvaniseringssynare,unknown
gamlafru,female
gammelfru,female
gamsarbetare,unknown
gangassistent,unknown
gängfräsare,unknown
ganymed,unknown
garÃ§on,male
garageägare,unknown
garagearbetare,unknown
garagebiträde,unknown
garageförman,unknown
garagemästare,unknown
garagemontör,unknown
garagevakt,unknown
garantichef,unknown
garçon,male
garcon,male
gördelmakare,unknown
garderobiÃ©,unknown
garderobiär,unknown
garderobié,unknown
garderobskräddare,male
garderobstormästare,unknown
garderobvaktmästare,unknown
gardeskarl,male
gardfarihandlare,unknown
gårdfarihandlare,unknown
gårdfarihandlerska,female
gardian,unknown
gardinarbeterska,female
gardinsömmerska,female
gardinuppsättare,unknown
gardistkarl,male
gardist,unknown
gardsbokhallare,unknown
gårdsdräng,male
gardsförestandare,unknown
gårdsfogde,unknown
gårdsinspektor,unknown
gårdskarl,male
gårdsmästare,unknown
gårdspiga,female
gardssnickare,unknown
gårdsvakt,unknown
garfvaregesäll,unknown
garfvare,male
garfvarfru,female
garfveriarbetaren,unknown
garfverifabrikör,unknown
garneringsnatlare,unknown
garnförarbetare,unknown
garnfärgare,unknown
garvare,unknown
garvarmästare,unknown
garveriarbetare,unknown
garveriförman,unknown
garveritekniker,unknown
gasbagsvetsare,unknown
gasbetongarbetare,unknown
gasbetongläggare,unknown
gaseldare,unknown
gasförman,unknown
gasgeneratorskötare,unknown
gaskontrollant,unknown
gasledningsarbetare,unknown
gasmaskavsynare,unknown
gasmaskfabriksarbetare,unknown
gasmästare,unknown
gasmätaravläsare,unknown
gasmätarjusterare,unknown
gasmätaruppsättare,unknown
gasmejslare,unknown
gasolmontör,unknown
gaspolinare,male
gasprovtägare,unknown
gasreglerare,unknown
gasskärare,unknown
gasspismontör,unknown
gassvetsare,unknown
gastanksmaskinist,unknown
gästforskare,unknown
gästgivare,unknown
gästgiverska,female
gästhemsförestandare,unknown
gastronom,unknown
gast,unknown
gäst,unknown
gasugnsbrännare,unknown
gasugnsskötare,unknown
gåsvaktare,unknown
gåsvakterska,female
gasverksarbetare,unknown
gasverksinkasserare,unknown
gasverkskarl,male
gasverksskötare,unknown
götbrytare,unknown
gatförsäljare,unknown
götfraktare,unknown
götklippare,unknown
götkranförare,unknown
gatläggare,unknown
götlastare,unknown
götsågare,unknown
götskrotare,unknown
götslipare,unknown
gatsopare,unknown
gatsoperska,female
gatstenshuggare,unknown
gatstrykerska,female
götsynare,unknown
gatuakrobat,unknown
gatuarbetaren,unknown
gatuchef,unknown
gatudirektör,unknown
gatuförman,unknown
gatuförsäljare,unknown
gatufogde,unknown
gatuingenjör,unknown
gatuinspektör,unknown
gatuköksägare,unknown
gatuköksbiträde,unknown
gatuköksförestandare,unknown
gatuläggare,unknown
gatuverkmästare,unknown
götvägare,unknown
götvalsare,unknown
götverksarbetare,unknown
gaucho,unknown
gauffrerare,unknown
geheimekabinettsminister,unknown
geheimeråd,unknown
geheimestatsminister,unknown
geisha,unknown
gelantinfabriksarbetare,unknown
gelatinarbeterska,female
gelatinfabriksarbeterska,female
gelbgjutare,unknown
gendarm,unknown
genealog,unknown
generalagent,unknown
general-direktör,male
generaldirektör,unknown
generalfältläkare,unknown
generalfältmarskalk,male
generalfälttygmästare,unknown
generalfiskal,unknown
generalguvenör,male
general-guvernör,male
generalguvernör,male
general-intendent,unknown
generalintendent,unknown
generalissimus,unknown
generalkommendant,unknown
general-konsul,male
generalkonsul,male
generalkrigskommissarie,male
generalkvartermästare,unknown
generallandtullsöverdirektör,unknown
general-postdirektör,male
generalprokurator,male
generalqvartersmästare,unknown
generalsekreterare,unknown
generalskan,female
generalsperson,unknown
generalsuperintendent,unknown
generaltulldirektör,unknown
generaltulldirektor,unknown
generatoreldare,unknown
generatorskötare,unknown
genetiker,unknown
geodet,unknown
geofysiker,unknown
geografilärare,male
geograf,unknown
geohydrolog,unknown
geolog,unknown
geotekniker,unknown
geovetare,unknown
geringssagare,unknown
germanist,unknown
gesällpojke,male
gesäll,male
geschäftsmakare,unknown
getfarmare,unknown
getvakterska,female
gevaldiger,unknown
gevärsarbetare,unknown
gevärsreparatör,unknown
gevärssmed,unknown
ghostwriter,unknown
giggborrare,unknown
gigolo,male
giljotinskärare,unknown
giljotinskötare,unknown
gillesbroder,male
gipsarbeterska,female
gipsavsynare,unknown
gipsbildförsäljare,unknown
gipsbrännare,unknown
gipsfabriksarbetare,unknown
gipsgjutare,unknown
gipsmakare,unknown
gipsplattearbetare,unknown
gipsrökare,unknown
gipsteknikern,unknown
gitarrbyggare,unknown
gitarrist,unknown
gitarrlärare,male
gjutare,unknown
gjuteriarbetare,unknown
gjuterifabrikdr,unknown
gjuteriförmannen,male
gjuteriförman,unknown
gjutgodshopsättare,unknown
gjutgodsrensare,unknown
gjutgodsriktare,unknown
gjutgodssmärglare,unknown
gjutgodssynare,unknown
gjutkranförare,unknown
gjutladeskötare,unknown
gjutmaskinist,unknown
gjutmästare,unknown
gjutningsoperatör,unknown
gjutpressare,unknown
gjutvägare,unknown
glaciolog,unknown
glödgarförman,unknown
gladiator,unknown
glädjeflicka,female
glödlampsarbetare,unknown
glödlampsarbeterska,female
glödlampsfabriksarbeterska,female
glödspansupptagare,unknown
glödstrumpsarbetare,unknown
glasögonbagsarbetare,unknown
glasögonherr,male
glasögonman,male
glasögonslipare,unknown
glasarbetare,unknown
glasavsynare,unknown
glasblasare,unknown
glasblåsare,unknown
glasblästrare,unknown
glasborrare,unknown
glasbrännare,unknown
glasbruksarbetare,unknown
glasbruksdisponent,unknown
glasdiskare,unknown
glasdiskerska,female
glaserare,unknown
glasetsare,unknown
glasetserska,female
glasfiberarbetare,unknown
glasgravör,unknown
glashandlerska,female
glashärdare,unknown
glashyttearbetare,unknown
glasinbärare,unknown
glasinstrumentmakare,unknown
glaskantare,unknown
glaskonstnär,unknown
glasmalare,unknown
glasmålare,unknown
glasmålerska,female
glasmaskinskotare,unknown
glasmästare,unknown
glasmästarfru,female
glasmästar,male
glasmästeriarbetare,unknown
glasmästeriförman,unknown
glasmästerska,female
glasmattare,unknown
glasmontör,unknown
glaspolerare,unknown
glaspressare,unknown
glasputserska,female
glasrensare,unknown
glassarbetare,unknown
glassberedare,unknown
glassförsäljare,unknown
glassförsäljerska,female
glassköljare,unknown
glassköljerska,female
glasskärare,unknown
glasslipare,unknown
glassliperiarbetare,unknown
glassmältare,unknown
glassmästare,unknown
glassorterareförman,unknown
glassorterare,unknown
glassprängare,unknown
glasstämplerska,female
glasstillverkare,unknown
glassvarvare,unknown
glassvepare,unknown
glassynare,unknown
glassyrare,unknown
glastorkare,unknown
