"word","polarity","strength","sense","written_form","part_of_speech","confidence","lemgram","lemgram_frequency","lemma_frequency","example"
"enkel","pos",2,"enkel..1","['enkel']","av","0.75","enkel..av.1",139932,211185,"Strukturen är enkel så jag har kunnat jobba mycket med karaktärerna , berättar Santiago Gil när filmen presenteras i Stockholm ."
"road","pos",2,"road..1","['road']","av","0.75","road..av.1",174,3285,"Om detta talar Reinfeldt gärna både hos småföretagarna och på andra möten i den finländska huvudstaden , med road ..."
"förgäves","neg",-2,"förgäves..1","['förgäves']","ab","0.5","förgäves..ab.1",7933,7959,"Självmordet inträffade under en ändring i medicineringen , som familjehemmet förgäves vädjat om att slippa hantera ."
"rak","pos",2,"rak..2","['rak']","av","0.5","rak..av.1",74056,79902,"Polisen pressade ner honom på golvet i tåget och öppnade eld.- Jag såg fem skott avlossas rak ..."
"oangenäm","neg",-2,"oangenäm..1","['oangenäm']","av","0.75","oangenäm..av.1",111,111,"” Broder Hitler ” kallar han sin 1938 publicerade essä där han skildrar Hitler som en genial , ja kongenial konstnärskollega som han känner ” en viss äcklad beundran ” för : ” En broder ... En tämligen oangenäm och genant broder ..."
"näringsriktig","pos",2,"näringsriktig..1","['näringsriktig']","av","0.75","näringsriktig..av.1",351,361,"• Maten ska vara vällagad och näringsriktig ."
"anakronistisk","neg",-2,,,"av","0.25","anakronistisk..av.1",369,369,"( För att göra en anakronistisk jämförelse så skulle ingen komma på idén att anklaga motståndarna till sydstatsslaveriet för att vara trista politiskt korrekta typer ."
"färdigutvecklad","pos",2,"färdigutvecklad..1","['färdigutvecklad']","av","0.75","färdigutvecklad..av.1",489,516,"Är metoden på idéstadiet eller är den redan färdigutvecklad och utvärderad ?"
"rolig","pos",2,"rolig..1","['rolig']","av","1.0","rolig..av.1",122259,123035,"En uppblåsbarstridsvagn ser ut som en rolig om än morbid leksak ."
"gå vidare","pos",2,,,"vbm","0.25","gå_vidare..vbm.1",41141,"None","['vi..pn.1', 'ha..vb.1', 'bara..ab.1', 'ha..vb.1', 'en..nl.1', 'ägg..nn.1', 'hitills', 'då..ab.2|då..ab.1', 'jag..pn.1', 'ha..vb.1', 'guld..nn.2|guld..nn.1', 'ägg..nn.1', 'men..kn.1', 'trots..pp.1', 'att..sn.1', 'denna..pn.1', 'ej..ab.1', 'funka..vb.1', 'på..pp.1', 'så..ab.1', 'många', 'ggr', 'så..ab.1', 'komma_fram..vbm.1', 'vi..pn.1', 'till..pp.1', 'att..ie.1', 'få..vb.1', '2', 'tillbaka..ab.1', 'en..al.1', 'sista..av.1', 'ggrna', 'jag..pn.1', 'skola..vb.2', 'göra..vb.1', 'känna..vb.2|känna..vb.1', 'att..sn.1', 'vi..pn.1', 'skola..vb.2', 'ge..vb.1', 'denna..pn.1', 'ngr', 'sista..av.1', 'chans..nn.1', 'sen..ab.1', 'gå_vidare..vbm.1', 'vi..pn.1\n']"
"seriös","neg",-2,"seriös..1","['seriös']","av","0.5","seriös..av.1",22511,22641,"Det är bra att anlita någon som är branschansluten , vilket ofta innebär att man är seriös i sin yrkesutövning , och även följer Allmänna Reklamationsnämndens rekommendationer om ett ärende skulle prövas där ."
"imponera","pos",2,"imponera..1","['imponera']","vb","1.0","imponera..vb.1",34861,34874,"Katarina brydde sig inte särkilt mycket om grejerna när hon väl köpt dem , det handlade inte om att imponera på vännerna ."
"nära","pos",2,,,"av","0.25","nära..av.1",124640,411983,"Han gjorde inhopp i två matcher och var nära att avgöra åttondelsfinalen mot Senegal ."
"ta sig där bak","neg",-2,"ta_sig_där_bak..1","['ta sig där bak', 'ta sig därbak']","vbm","0.75","ta_sig_därbak..vbm.1",27,"None","['så..ab.1', 'med..pp.1', 'lite..ab.1', 'spaghettiben', 'och..kn.1', 'en..al.1', 'härlig..av.1', 'glad..av.1', 'känsla..nn.1', 'så..ab.1', 'kunna..vb.1', 'gårdag..nn.1', 'ta_sig_därbak..vbm.1', 'och..kn.1', 'jag..pn.1', 'få..vb.1', 'mysa..vb.1', 'en..al.1', 'stund..nn.1', 'i..pp.1', 'säng..nn.1', 'med..pp.1', 'musik..nn.1', 'och..kn.1', 'en..al.1', 'block..nn.1', '.\n']"
"konflikträdd","neg",-2,,,"av","0.25","konflikträdd..av.1",293,293,"Kollegan Mona Sahlin lyfter emellertid fram att han var godtrogen och trodde att alla ville väl , och att han var konflikträdd : ” Han försöker gärna lägga ut en filt över oroshärdar ” ( Kratz , 1996 : 249 ) ."
"aga","neg",-2,"aga..1","['aga']","vb","0.5","aga..vb.1",816,1905,"Man kräver att regeringen ska upplysa föräldrar om att aga är förbjudet och upplysa allmänheten om att det faktiskt förekommer ."
"näpsa","neg",-2,"näpsa..1","['näpsa']","vb","0.5","näpsa..vb.1",109,109,"Den rakryggade statsministern Anders Fogh Rasmussen har trots propåer avböjt att träffa ambassadörer från kritiska arabstater , med argumentet att det skulle vara att acceptera att det är en uppgift för regeringen att näpsa Jyllands-Posten ."
"hållbar","pos",2,"hållbar..1","['hållbar']","av","0.5","hållbar..av.1",16407,16592,"Målet är att de sedan ska presentera ett antal olika scenarier på hållbar utveckling i en utställning som alla får tycka till om , säger Per Knutsson ."
"sprida","pos",2,,,"vb","0.25","sprida..vb.1",42267,66987,"Vi har all rätt att behandla dem på samma sätt som vi gjorde med nazisterna , vars enda mål var att sprida död , så rädsla och mörda , sade en bister president Vladimir Putin ."
"bryta","neg",-2,"bryta..1","['bryta']","vb","0.5","bryta..vb.1",71786,117328,"Senare avancerar han ytter- ligare till verkställande direktör för att strax därpå bryta sig loss från firman och öppna egen reklambyrå tillsammans med flera kolleger från TBWA ."
"vilseledande","neg",-2,,,"av","0.25","vilseledande..av.1",2714,2905,""" ( XP Media ) presenterar Molén ett selekterat och förvrängt faktaunderlag som han använder för att dra vilseledande slutsatser som påstås motsäga den biologiska evolutionen ."
"illa","neg",-2,"illa..1","['illa']","ab","1.0","illa..ab.1",3950,68124,"- Republikanerna är illa ute nu - men demokraterna saknar idéer och ligger ännu värre till inför kongressvalen nästa år , påstår han ."
"tala väl","pos",2,"tala_väl..1","['tala väl']","vbm","0.75","tala_väl..vbm.1",292,"None","['Ernst..pm.1', 'Udet', 'som', 'känna..vb.1', 'Hatry', 'från..pp.1', 'de..pn.1', 'gemensam..av.1', 'tid..nn.1', 'inom..pp.1', 'film..nn.1', 'och..kn.1', 'som', 'flygare..nn.1', 'tala_väl..vbm.1', 'om..pp.1', 'han..pn.1', '.\n']"
"toppa","pos",2,"toppa..3","['toppa']","vb","0.75","toppa..vb.1",17994,18020,"- Han fick köra alla sina heat utom ett , det fanns ingen anledning att toppa , vi var chanslösa ändå ."
"utstoffera","pos",2,"utstoffera..1","['utstoffera']","vb","0.5","utstoffera..vb.1",30,30,"Tadel = klander , martera = plåga , utstoffera = utstyra , parlamentär = underhandlare sänd från den ena parten i krig till den andra , tubba = locka , förleda ."
"förstående","pos",2,,,"av","0.25","förstående..av.1",1506,2007,"Alla lade vi huvudet på sned och såg kloka och förstående ut när Persson talade om EMU , och arbetslöshet och invandring och liknande ."
"genomärlig","pos",3,"genomärlig..1","['genomärlig']","av","0.5","genomärlig..av.1",27,30,") att han fortfarande uppfattar Bengt Halse som en genomärlig människa ."
"genomhederlig","pos",3,"genomhederlig..1","['genomhederlig']","av","0.5","genomhederlig..av.1",14,17,"Det var Fondas ensidiga och betonggjutna image som en genomhederlig "" good guy "" som gjorde att Sergio Leone valde honom till rollen som den alltigenom onde mördaren i Harmonica - en hämnare ."
"vetenskaplig","pos",2,,,"av","0.25","vetenskaplig..av.1",40258,42410,"I övrigt vill Harriet Wallberg-Henriksson bygga vidare på den nuvarande rektorns , Hans Wigzell , målsättningar , vilket bland annat betyder en fortsatt expansion med vetenskaplig excellens som en grundbult för verksamheten ."
"fräck","pos",2,,,"av","0.25","fräck..av.1",5366,5374,"Gruppen prioriterar fräck design och kul köregenskaper och åker för det mesta inte mer än två i bilen , kommenterar Håkan Abrahamsson , som leder C30-projektet på Volvo ."
"stanna","pos",2,,,"vb","0.25","stanna..vb.1",98735,108318,"Den skulle befästa den turkiska arméns närvaro och tillåta att turkiska bosättare får stanna kvar på den norra delen av ön ."
"hänga med huvudet","neg",-2,"hänga_med_huvudet..1","['hänga med huvudet']","vbm","1.0","hänga_med_huvudet..vbm.1",260,"None","['–', 'möjligen..ab.1', 'att..sn.1', 'den..pn.1', 'ha..vb.1', 'vara..vb.1', 'lite..ab.1', 'tung..av.1', 'i..pp.1', 'bil..nn.1', 'på_väg..avm.1', 'hem..ab.1', 'någon_gång..abm.1', ',', 'men..kn.1', 'utåt..ab.1', 'se..vb.1', 'ha..vb.1', 'jag..pn.1', 'aldrig..ab.1', 'hänga_med_huvudet..vbm.1', '.\n']"
"högförnäm","pos",2,"högförnäm..1","['högförnäm']","av","0.5","högförnäm..av.1",8,8,"['med..pp.1', 'Georg..pm.1', 'III:s', 'tronbestigning..nn.1', '(', '1760', ')', 'få..vb.1', 'toryriktningen', 'ny..av.1', 'styrka..nn.1', ',', 'frigöra..vb.1|frigjord..av.1', 'som..ab.1', 'den..pn.1', 'nu..ab.1', 'bli..vb.1', 'från..pp.1', 'hus..nn.1', 'Stuarts', 'hopplös..av.1', 'sak..nn.1', 'och..kn.1', 'gynna..vb.1', 'av..pp.1', 'en..al.1|den..pn.1', 'inre..av.1', 'splittring..nn.1', 'bland..pp.1', 'en..al.1', 'leda..vb.2|leda..vb.1', 'högförnäm..av.1', 'whigfamiljerna', '.\n']"
"grann","pos",2,"grann..1","['grann']","av","0.5","grann..av.1",1756,6656,"Vinterns hårda grepp över Sverige håller på att släppa.Men med vårvärmen kommer pollen och det betyder i sin tur prövningar för landets alla pollenallergiker.Ungefär var femte vuxen svensk lider av någon form av pollenallergi.För dem är våren inte bara en behaglig årstid utan bland annat väntar en kliande rinnande näsa , upprepade nysningar och trötthet.De första pollenrapporterna om hassel har redan kommit från de södra delarna av Sverige.- Det har kommit lite grann , men det har hittills inte ri ..."
"illasinnad","pos",2,,,"av","0.25","illasinnad..av.1",483,484,"En ledarskribent på moderata Svenska Dagbladet eller någon argsint och illasinnad medarbetare på det socialdemokratiska partikansliet ?"
"i balans","pos",2,,,"avm","0.25","i_balans..avm.1",204,"None","['Osborne', 'lova..vb.2|lova..vb.1', 'ha..vb.1', 'finanser..nn.1', 'i_balans..avm.1', 'inom..pp.1', 'fem..nl.1', 'år..nn.1', '.\n']"
"stirra","pos",2,,,"vb","0.25","stirra..vb.1",9430,9440,"– Fast meditation var inget för mig , varför skulle man sitta där och stirra in i en vägg ?"
"beprövad","pos",2,,,"av","0.25","beprövad..av.1",3427,3464,"Slutkläm : » Den bästa läkaren är den kliniker som forskar i just den sjukdom som patienten lider av - en utmärkt blandning av vetenskap och beprövad erfarenhet ."
"halvsmält","neg",-2,,,"av","0.25","halvsmält..av.1",94,96,"Där låg halvsmält getost med syra och beska , finskuren pata negra med nötighet och sälta , sötsura cocktailtomater , ravioli på kalvbräss kokt i salt buljong ... En exposé över smakbrytningar och ändå stod den mjälla , stekta plattfisken pall för allt tryck runtom ."
"mild","pos",2,,,"av","0.25","mild..av.1",20708,20903,"Hjälpinsatserna har underlättats av att vintern blev ovanligt torr och mild i de nordpakistanska bergen ."
"hemsk","neg",-2,"hemsk..2","['hemsk']","av","1.0","hemsk..av.1",24618,24710,"- Det är en så hemsk känsla , sa hon , det gör så ont , paniken kommer , hela tillvaron rasar ."
"skittråkig","neg",-3,"skittråkig..1","['skittråkig']","av","0.5","skittråkig..av.1",418,418,"Jag är skittråkig !"
"trög","pos",2,,,"av","0.25","trög..av.1",10889,10950,"6 Ixias Winner trög inledning , fram ytter om ledaren två varv kvar , hade svårt att göra sig gällande i det tuffa tempot ."
"oestetisk","neg",-2,"oestetisk..1","['oestetisk']","av","0.5","oestetisk..av.1",57,58,"En oestetisk lärprocess ?"
"frukta","neg",-2,,,"vb","0.25","frukta..vb.1",14588,14660,"Själv tycks han frukta en statskupp.Rädslan sprider sig i Kambodja sedan premiärminister Hun Sen börjat slå ned på allt motstånd ."
"mörk","neg",-2,"mörk..3","['mörk']","av","0.75","mörk..av.1",50972,51318,"- En av de intervjuade hamnade som treåring hos fosterföräldrar som höll honom instängd i en mörk källare ."
"förlänga","pos",2,,,"vb","0.25","förlänga..vb.1",27782,28563,"Det vill säga förlänga gatorna ner till hamnen och vattnet och ta utrymmet som trafikleden lämnade i anspråk till kvarter och öppna platser ."
"strålande","pos",2,"strålande..1","['strålande']","av","0.75","strålande..av.1",0,10489,"Här finns passager av solopiano som är alldeles strålande ."
"klockren","pos",2,"klockren..1","['klockren']","av","0.75","klockren..av.1",4523,4522,"BOLAGSSKATT : Den EU-dom som skulle bli vägledande för hur förlustavdrag från utländska dotterbolag får utnyttjas blev inte så klockren som alla hoppats ."
"utkräva hämnd","neg",-2,"utkräva_hämnd..1","['utkräva hämnd']","vbm","0.5","utkräva_hämnd..vbm.1",200,"None","['-', 'en..al.1', 'mången..pn.1', 'av..pp.1', 'den_här..pnm.1', 'befäl..nn.1', 'förflyta..vb.1|förfluten..av.1', 'vara..vb.1', 'mycket..ab.1', 'svärta_ned..vbm.1', 'och..kn.1', 'den..pn.1', 'vi..pn.1', 'verkligen..ab.1', 'oroa_sig..vbm.1', 'för..pp.1', 'vara..vb.1', 'att..sn.1', 'familj..nn.1', 'utkräva_hämnd..vbm.1', 'egen..av.1', '.\n']"
"oförvärrad","pos",2,"oförvärrad..1","['oförvärrad']","av","0.5","oförvärrad..av.1",0,"None",
"gudskelov","pos",2,"gudskelov..1","['gudskelov']","ab","0.75","gudskelov..ab.1",406,408,"Jag uppfattade henne som äldreäldre , ett ord som gudskelov ännu inte var uttänkt ."
"stillös","neg",-2,,,"av","0.25","stillös..av.1",90,90,"Gatorna och kvarteren runt Magasinsgatan har redan blivit det nya Vasastan - nu när stora delar av Vasastan har grävt ner sig i en stillös 25-kronor-bärsen-håla som bara slutar med konkurser ."
"misstämma","neg",-2,"misstämma..1","['misstämma']","vb","0.5","misstämma..vb.1",20,21,"När UV-filtret är på under starkt solljus uppfattas kamerabilden som mer verklig , då den annars skulle misstämma med fotografens upplevelse ."
"fira","pos",2,"fira..1","['fira']","vb","0.75","fira..vb.1",47133,47517,"- Det här ska vi fira på något vis ."
"fortsätta","pos",2,,,"vb","0.25","fortsätta..vb.1",346607,351819,"Att Bush vill fortsätta kriget i Irak står klart men knäckfrågan är vad som händer om en demokrat vinner det amerikanska presidentvalet om ett drygt år , i november 2008 ."
"sinnlig","pos",2,,,"av","0.25","sinnlig..av.1",1260,1265,"Hans tavlor är sjungande färger och sinnlig glädje , rofylld klarhet och vilsam harmoni ."
"rapa","neg",-2,,,"vb","0.25","rapa..vb.1",768,768,"Värst var det när Fiona skulle rapa ."
"slå sönder","neg",-2,"slå_sönder..1","['slå sönder']","vbm","0.5","slå_sönder..vbm.1",277,"None","['en..al.1', 'man..pn.1', 'slå_sönder..vbm.1', 'bil..nn.1', 'i..pp.1', 'samhälle..nn.1', 'och..kn.1', 'skola..vb.2', 'också..ab.1', 'ha..vb.1', 'vandalisera..vb.1', 'en..al.1', 'lägenhet.När', 'en..al.1', 'polispatrull..nn.1', 'komma..vb.1', 'till..pp.1', 'plats..nn.1', 'visa_sig..vbm.1', 'man..nn.1', 'på..pp.1', 'en..al.1', 'balkong..nn.1', '.\n']"
"utsira","pos",2,"utsira..1","['utsira']","vb","0.5","utsira..vb.1",298,299,"['strävpelare..nn.1', 'ha..vb.1', 'utforma..vb.1', 'som', 'lisen..nn.1', 'med..pp.1', 'bandrustik', ',', 'horisontallinje..nn.1', 'förstärka..vb.1', 'genom..pp.1', 'en..al.1|den..pn.1', 'kraftig..av.1', 'taklist..nn.1', 'och..kn.1', 'torn..nn.1', 'liva..vb.1', 'upp..ab.1', 'av..pp.1', 'hörnkedjor', ',', 'fronton..nn.1', 'och..kn.1', 'en..al.1', 'utsira..vb.1', 'lanternin..nn.1', '.\n']"
"seren","pos",2,"seren..1","['seren']","av","0.5","seren..av.1",2711,2712,"Och även om jag ibland kan plågas lätt av den höga tonen i ” Den hängde advokaten ” – den rymmer ett hymniskt drag – finns här tillräckligt mycket av oväntade vändningar , bisarra inskott ­ ( lyrik i kontorsmiljö ) och excessiv ­patetik , för att bryta upp en alltför seren stämning ."
"oimponerad","neg",-2,"oimponerad..1","['oimponerad']","av","0.75","oimponerad..av.1",6,6,"Följaktligen är hon totalt oimponerad av sin son och vägrar att se på Sopranos ."
"embellerbar","pos",2,"embellerbar..1","['embellerbar']","av","0.5","embellerbar..av.1",0,"None",
"annorlunda","pos",2,,,"av","0.25","annorlunda..av.1",27739,49426,"En annorlunda fördelning sågs i telefonrådgivningen , hela 89 procent ( 101 / 113 ) föll under nivå V ."
"lägrestående","neg",-2,"lägre_stående..1","['lägrestående', 'lägre stående']","avm","0.75","lägre_stående..avm.1",208,2,"Det handlar inte om att man kommer från ett annat land : en invandrare måste uppenbarligen komma från ett land som uppfattas som lägrestående - ett land som Sverige i vanliga fall inte ser upp till ."
"småskratta","pos",2,"småskratta..1","['småskratta']","vb","0.75","småskratta..vb.1",307,307,"Att han blir en seriefigur som man kan gå och småskratta lite åt före lördagsfyllan ."
"lugn","neg",-2,,,"av","0.25","lugn..av.1",57475,86873,"Därför känner jag mig helt lugn ."
"överlycklig","pos",3,"överlycklig..1","['överlycklig']","av","0.75","överlycklig..av.1",2517,2517,"Han friar och hon blir överlycklig , sin ironiska jargong till trots ."
"predika","pos",2,,,"vb","0.25","predika..vb.1",3545,3577,"Han citerade Jesus när denne sände ut sina apostlar att predika evangeliet : "" Se , jag sänder er åstad såsom får mitt in ibland ulvar ."
"rycka upp","pos",2,"rycka_upp..1","['rycka upp']","vbm","0.75","rycka_upp..vbm.1",810,"None","['och..kn.1', 'jag..pn.1', 'lyssna..vb.1', 'gärna..ab.1', 'på..pp.1', 'sjörapport..nn.1', 'innan..sn.1', 'jag..pn.1', 'rycka_upp..vbm.1', 'bopålarna', '.\n']"
